Coord_x,Coord_y,ISOS_z,ISOS_Size_x,ISOS_Size_y,COST_z,COST_Size_x,COST_Size_y,Cone_Type(L=1;M=2;S=3),,,,
24,47,28.22086121,6.870485427,9.37783885,57.16288412,10.24726644,10.18261385,1,,,,
24,83,25.77819364,7.338280325,10.18646425,50.37139314,7.594372461,9.822314129,2,,,,
24,207,25.49179042,8.40329262,8.539020436,49.82744102,7.329174699,8.762223363,1,,,,
25,27,26.61516776,6.439175935,9.278485815,53.3986102,5.846639562,8.346877836,1,,,,
25,147,25.39881094,6.001109933,7.640168207,51.69389394,6.363881152,8.854028687,1,,,,
26,100,27.14946631,11.15627973,16.55293325,53.79399138,7.978506751,11.91703882,1,,,,
27,75,26.98290438,6.531750154,8.644355019,53.08589774,7.921293417,14.40686405,2,,,,
27,117,26.2259396,5.914133271,8.027317292,48.55996092,6.881166377,8.989958017,1,,,,
27,197,26.61703386,9.209098507,12.64414286,63.79978512,6.005318635,7.187710227,2,,,,
28,62,26.38817522,7.525786942,7.816812115,49.23465696,7.538407861,8.024508553,1,,,,
28,91,27.50956,6.205212648,7.918991823,53.08484412,7.94487508,8.679423956,1,,,,
28,171,26.92233388,6.363394228,6.879153794,50.3962631,6.846291817,7.535581997,1,,,,
29,125,28.70581645,6.419676331,7.698180338,55.89306979,17.84851167,13.72558573,2,,,,
29,225,25.94271268,8.141038178,9.823448893,50.98774563,7.527573245,9.404090339,1,,,,
29,253,NaN,NaN,NaN,NaN,NaN,NaN,2,,,,
30,8,28.12788745,9.96735393,10.39984929,52.24810788,7.902269787,10.66498577,1,,,,
30,106,26.85418233,7.457354553,8.984838152,NaN,NaN,NaN,1,,,,
31,44,25.75029136,8.076962346,12.21398276,50.84797189,6.254320357,8.078029003,1,,,,
31,148,26.06328454,7.799231397,10.16422226,51.29503445,12.10531821,11.00360449,1,,,,
32,21,30.02932008,6.482117927,9.119339871,52.25212972,7.413680555,9.702532353,3,,,,
32,29,28.71487403,6.806844786,12.28684882,54.40957874,7.927741144,9.47586196,1,,,,
33,54,25.03710476,7.024114424,9.19148432,50.57557266,9.844160088,8.743930187,1,,,,
33,96,27.10927566,8.790742629,12.53786455,54.03929995,13.08973338,11.47325141,1,,,,
33,191,26.89240359,5.229382165,10.54951642,54.07856278,6.334265777,12.52072804,1,,,,
34,69,26.66363413,7.548543503,8.556660297,44.81468381,12.28579772,11.13851071,2,,,,
34,87,30.08662274,7.523481338,9.565323108,65.05782618,9.326418213,12.92414386,3,,,,
34,130,26.97169154,13.43757002,12.11376782,52.23099527,8.650798382,8.896789784,1,,,,
34,204,25.94866358,8.221722165,10.64610395,63.18621952,5.913204929,7.435823799,1,,,,
35,164,26.2918158,7.88546243,10.68902001,52.03931997,9.612518514,10.19412543,2,,,,
35,175,25.60798324,10.37592044,10.1802473,53.19657628,7.567769239,10.3762679,1,,,,
36,14,26.81722417,6.397833091,8.097696392,54.88370052,6.245169266,7.622855446,1,,,,
36,155,26.558758,9.208534497,9.182376581,51.18098544,8.44941262,8.856466519,1,,,,
36,231,25.29858784,6.692985696,9.437348535,50.08830194,9.095603601,8.532816142,1,,,,
37,4,25.88580603,5.963388154,8.218802751,51.53059933,6.640136077,8.548470847,1,,,,
37,239,26.96750128,9.17954792,11.70679355,51.63212602,9.927592812,12.17643977,1,,,,
38,113,29.02306343,10.65714448,7.895297227,54.67528317,7.755947658,7.54061631,1,,,,
38,198,31.85693874,7.165121709,9.554873147,56.05630773,6.34718413,7.397106931,3,,,,
38,210,26.83117171,6.3315547,9.571989708,50.38027582,11.16377572,13.14346639,1,,,,
39,58,25.72393246,7.57019054,8.921683731,50.5032289,9.855055296,11.85055137,1,,,,
40,22,27.36437663,7.213309708,10.75909839,52.2826265,7.477835574,9.038346845,2,,,,
40,29,27.87219608,6.109385794,10.74673704,55.0427914,6.548451817,7.40804557,1,,,,
40,47,25.89849827,9.516031928,7.838978805,50.86607256,6.892780223,8.145975002,2,,,,
40,84,27.11773566,6.121194814,8.922459778,51.05167404,6.854806673,9.12859897,1,,,,
40,102,27.47401786,10.22738791,9.155847353,52.19559322,9.219091294,10.82014902,1,,,,
40,136,26.61948721,12.69757824,12.20113731,50.60150549,18.60919324,8.762752619,1,,,,
41,175,27.41202365,14.11672446,9.943140475,54.44092544,6.266913782,8.283851589,1,,,,
42,67,26.97942601,10.41863688,11.53283939,53.76738013,8.020744596,9.152238998,1,,,,
42,128,27.78670257,8.517496452,12.25682092,62.77287676,7.743593717,8.71423077,1,,,,
42,225,25.505708,6.636653054,9.77245875,50.46663533,7.315207014,9.057370338,1,,,,
43,9,27.01982179,7.027624732,7.78361342,53.84536543,6.555263283,7.791479792,1,,,,
43,153,26.56698959,8.159395336,9.124910268,53.71330215,7.107556606,8.246880648,1,,,,
44,205,27.64452125,5.357235355,8.189018671,52.68878135,10.31926538,15.00179676,1,,,,
45,233,26.1441023,7.667106043,16.45670891,54.79503072,6.502854175,7.475659642,1,,,,
46,18,29.06482729,5.50500387,9.023692029,57.68461341,7.169986303,10.15915702,2,,,,
46,54,27.26898388,7.160391663,7.960575582,54.2003602,9.96232679,8.731597955,1,,,,
46,63,26.76147378,7.623840875,8.31355394,52.69643182,6.952788986,9.578936631,1,,,,
46,75,25.47267958,8.48021053,14.88617991,50.8571967,10.54887997,10.53418249,1,,,,
46,86,25.11419522,10.71455565,12.61904267,49.51891736,11.18389392,10.74029674,1,,,,
46,115,26.55624895,12.26101873,16.33332459,50.91968845,7.944851605,8.665570126,1,,,,
46,196,28.26886484,6.785460896,12.32176591,59.28729327,5.327083357,6.627402126,2,,,,
47,96,26.297068,8.687196414,9.897558317,53.03477651,12.04602435,8.059757444,1,,,,
47,104,26.31661457,8.456424212,9.458323381,55.15650388,12.6451917,10.32166126,1,,,,
47,144,27.24113791,8.594564871,9.003973008,51.11587243,6.796484221,8.013680567,1,,,,
48,187,26.88723369,15.59391441,9.23417234,53.11543887,7.782686215,7.354160375,1,,,,
49,31,27.01242468,11.00404185,8.47109354,53.07438651,7.267114274,9.255056352,1,,,,
49,123,28.30839889,8.02459025,7.767078384,53.6612569,11.76918057,10.6857165,2,,,,
50,8,28.25476172,12.44297026,11.66863721,55.43205614,8.981898675,9.788509578,1,,,,
50,152,27.63503365,10.6410008,9.87821034,51.44200621,12.12930693,15.58608996,2,,,,
51,51,27.87297085,7.664686245,8.272993167,55.47847801,6.500478121,8.127793808,1,,,,
51,208,26.16770945,8.971577801,10.33087222,50.25196877,16.4330844,10.35454426,1,,,,
52,23,27.23471708,8.420657363,10.08745151,51.98556988,5.242847439,6.284391576,1,,,,
52,69,24.82962414,10.35949067,10.82402656,52.33722383,8.623397179,10.1915293,1,,,,
52,170,25.97286338,7.819837408,9.774210311,51.09720785,11.99754879,9.680302246,1,,,,
52,199,27.44177382,6.367960869,8.607289871,46.86408486,11.49710674,9.555769064,2,,,,
54,79,26.16820967,10.18383125,14.96318756,53.75826727,10.92629536,9.346683534,1,,,,
54,233,26.75478396,7.997151778,10.67966618,62.00482861,6.427703225,7.63687721,1,,,,
55,90,29.45056115,5.896054237,8.607880344,48.62691986,7.052189981,8.439680272,3,,,,
55,107,26.83467393,6.002461453,8.181993217,54.76671117,7.976391285,7.580499333,1,,,,
55,254,27.68598207,6.327443638,10.08598032,50.63821125,10.23283396,8.33290062,2,,,,
56,62,27.50502583,5.611239637,7.289332426,52.24029403,6.282546467,8.335139332,1,,,,
57,31,25.85644769,12.28816685,10.76286053,54.93667101,9.543568521,9.422808255,1,,,,
57,191,27.50516925,6.117903087,8.107623828,56.6981846,10.97128966,9.715235778,2,,,,
58,51,25.60329402,5.73351225,10.3871565,49.3392569,7.487189579,9.341504455,1,,,,
58,117,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,
58,163,26.00401164,8.834487125,7.79381786,50.27055363,7.060054444,9.195161012,1,,,,
59,22,27.82608508,10.61755086,11.69591842,53.80636111,6.945351499,8.26109288,1,,,,
59,71,27.28260473,12.64181469,9.895984428,52.11854841,10.05789143,14.54789808,1,,,,
59,172,26.81945656,7.680822838,9.927682904,50.86016765,13.66157289,12.4298922,1,,,,
59,210,26.65036928,6.874155588,8.488935693,56.24083485,8.995283646,8.711358367,1,,,,
61,233,NaN,NaN,NaN,NaN,NaN,NaN,2,,,,
62,83,27.86954766,16.72122039,17.24613389,50.3876636,8.656299363,8.889059772,1,,,,
62,102,27.17816046,7.689596777,7.362395242,52.98235229,7.010068373,7.072849473,1,,,,
62,122,30.42232328,6.121994199,11.65000146,52.10957708,8.491886848,13.33604087,3,,,,
63,62,26.81588682,9.312072664,9.605140028,52.81122114,11.99009506,11.2667338,1,,,,
63,132,27.12783049,8.662234778,12.98533692,52.83571281,8.297621663,9.47945613,1,,,,
64,18,27.84465763,5.762524531,7.579322976,52.3484279,7.981753264,9.082213467,1,,,,
64,44,24.96523814,11.91617361,8.276070503,53.0019948,10.32814809,10.49557552,1,,,,
64,138,30.74433542,5.494480568,9.046049591,52.88191442,7.889634347,11.0042385,3,,,,
64,183,28.17137785,10.48848168,8.738259265,54.3817468,11.32818827,9.553437093,1,,,,
65,54,25.29865812,10.00587949,9.601643081,49.25742801,9.933336334,10.53372113,1,,,,
65,109,26.12119676,7.795012516,8.50007263,50.94317242,5.885501786,7.866480469,1,,,,
65,166,26.08985442,8.712738545,8.827975495,51.17763782,10.06230451,8.766574909,1,,,,
65,253,26.6405601,10.16379994,18.10484536,52.273293,6.848535435,9.51961815,1,,,,
66,176,25.78655559,8.591406457,7.47740036,45.88991039,12.27124023,8.220227473,2,,,,
66,217,26.81629278,7.420989899,9.532584057,49.65763775,19.40034848,17.88810182,1,,,,
67,35,26.41152627,7.941267072,9.326625861,53.93903844,6.800254796,9.085426732,1,,,,
67,226,27.65680451,10.46578285,11.242938,51.44754558,10.39680806,8.668686732,1,,,,
68,72,25.32611857,6.933596003,9.88010648,51.36299166,8.225913589,8.99017388,2,,,,
68,97,27.13687566,11.49857153,14.73549432,52.56196226,8.313730905,11.38268342,2,,,,
68,116,27.16815111,7.745534349,9.293884257,52.88682685,11.50710449,13.98680263,2,,,,
69,80,26.84676659,11.05076339,14.42392248,52.75059784,10.07726907,10.75497073,1,,,,
69,126,26.44317361,9.00222617,7.889483744,53.6220565,10.17792663,10.03265874,1,,,,
69,238,28.20959287,10.04265015,7.495080637,52.47407119,7.399455908,7.025339109,1,,,,
70,9,26.09690055,7.711477644,8.634355558,49.18846416,7.17130791,7.473625791,1,,,,
70,61,25.97630572,6.81574006,8.547340119,52.35421244,6.896926035,8.326613715,1,,,,
71,52,31.64346353,6.430021738,8.512830673,NaN,NaN,NaN,3,,,,
71,211,26.35808962,12.28763342,8.016803608,52.14181383,7.282987011,7.582546907,1,,,,
72,135,24.62227157,8.781839006,8.290770435,49.91876354,5.620125912,7.741333057,1,,,,
72,146,27.03608009,8.233410171,7.678139336,53.8121313,8.106299753,8.871101533,2,,,,
73,103,26.50464363,14.39425116,11.55885293,52.77637051,14.38278154,12.2324118,1,,,,
73,185,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,
74,16,26.75419306,8.472668509,9.131723882,52.97265578,9.060122201,9.602900809,1,,,,
74,68,26.2905025,8.646651146,8.568068635,51.11194131,7.815842577,8.596091353,1,,,,
74,197,27.7207944,7.352277526,10.93132215,60.85521101,15.98763359,12.82982558,1,,,,
74,220,32.78604092,5.969599362,7.717886394,NaN,NaN,NaN,3,,,,
74,229,30.23287095,5.636265744,6.596079318,48.36456106,9.124567779,12.90267513,2,,,,
75,174,26.11456603,6.393032393,7.487482638,50.43996491,8.531411477,7.449401962,1,,,,
75,249,25.35764784,7.425127534,7.484701238,49.14281498,8.578967543,8.14991382,1,,,,
77,7,25.92040739,9.046343827,8.360262526,50.41731286,8.15018895,8.669210686,1,,,,
77,127,24.33842172,8.789918349,8.894663089,49.92931593,8.483407767,12.70853242,1,,,,
77,155,28.18134798,15.50944324,9.114024515,57.9302632,9.981113664,8.847468949,1,,,,
77,239,27.61641037,8.699443714,7.509026775,55.06745017,8.602746706,7.624422215,1,,,,
78,59,25.46139453,10.34034658,9.281932258,50.15919322,7.630076082,7.864125408,1,,,,
78,94,27.1291988,5.538514372,8.98891452,51.90507898,6.134001628,7.493434937,1,,,,
78,191,25.69787553,10.80663812,9.151088543,60.93040935,7.73382264,6.797456904,1,,,,
79,50,25.910785,7.947661963,11.50079566,50.6403984,11.00012005,11.59015383,1,,,,
79,137,31.43060626,5.475925368,9.193127987,54.66340372,6.882131533,9.643030832,3,,,,
79,211,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,
80,146,26.8281435,10.51085696,10.28118097,53.15760585,7.99767594,6.515289918,2,,,,
80,182,30.93458523,7.98946289,10.95488806,53.2068155,6.108541747,8.964033888,3,,,,
80,225,28.26640488,7.311091989,10.26195744,64.38352249,8.396929393,7.321057341,1,,,,
81,85,27.55237661,8.722900859,7.271528004,53.31449204,7.843388876,8.574356328,1,,,,
81,165,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,
82,99,27.44585539,7.407427882,19.68615056,52.86350611,9.16126773,10.66005602,1,,,,
83,66,26.09510005,8.745831539,12.64109546,52.19861421,9.056422428,11.1289452,1,,,,
83,120,27.93868023,15.30658343,14.79166228,54.54757534,6.296229839,8.361582496,1,,,,
84,58,26.30104317,9.085259699,8.007448997,NaN,NaN,NaN,2,,,,
84,109,26.05409708,17.78376626,10.63909666,49.9373229,9.342705971,9.996019366,1,,,,
84,233,29.11299984,6.002298713,12.42166876,51.54999067,6.104660174,7.573921746,1,,,,
85,75,26.60077592,11.25334055,8.736342483,53.74485781,8.801204926,10.85430351,1,,,,
85,128,27.99480483,5.692991712,8.730193275,51.17803977,13.74116542,9.736369544,1,,,,
85,156,25.68336017,6.302744235,9.005224948,52.32761412,6.446116595,7.159654629,2,,,,
85,173,26.69476483,10.1287801,12.05667335,53.45474177,7.1855926,7.997122822,1,,,,
85,216,27.89600772,6.725371819,8.097996788,52.92110305,9.759173727,8.957371022,1,,,,
86,94,28.44284563,11.47887549,8.640703721,54.36326691,8.998536538,11.07522934,2,,,,
86,196,27.751612,11.03226197,19.61208928,55.27487342,19.74472228,12.24882664,1,,,,
86,204,26.65150752,6.129680967,8.110494437,50.42752464,6.357783714,7.906845637,1,,,,
87,138,25.5260227,5.901056466,9.061204024,51.20908854,7.675998437,8.582963922,1,,,,
87,182,26.75749609,6.74054472,7.920625416,50.90967389,9.27683212,8.339471987,2,,,,
88,148,25.52216493,11.98327976,11.13557135,48.63789954,9.055847631,7.935812269,1,,,,
89,6,30.74332767,6.529540802,8.108286754,57.67377206,8.714410812,10.34886257,3,,,,
89,67,27.15834955,7.303569863,8.526533067,54.86995529,6.194545942,7.927940756,1,,,,
89,163,25.20319896,8.648115017,7.077416009,52.60183755,7.460796608,7.693205259,2,,,,
90,85,27.52628128,11.01871155,10.00250841,NaN,NaN,NaN,1,,,,
90,102,27.45210251,7.658747819,8.405737664,53.09486129,12.67539324,12.26197233,2,,,,
90,191,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,
90,226,28.11928068,8.58736995,8.966527247,56.2323718,10.56736115,8.753471188,1,,,,
90,236,27.80086446,5.972350073,10.09888071,53.0364096,8.145308582,9.470036662,1,,,,
90,249,27.34106331,7.376004203,8.686471575,52.56219762,8.308786923,9.246645198,1,,,,
91,15,23.70817401,10.66703386,12.04549889,49.14091525,7.796295749,8.522030208,1,,,,
91,120,26.62844184,6.511932089,8.106891102,49.38660653,6.441986284,7.297215042,1,,,,
92,29,26.87572835,16.73576839,11.52547751,50.593861,7.01089529,9.295207721,1,,,,
92,38,26.64561715,9.024993793,10.09828261,NaN,NaN,NaN,1,,,,
92,59,25.75996901,17.99018471,16.76414523,53.8296936,7.035659895,7.336815295,1,,,,
92,75,26.80024514,7.743596853,8.989869762,52.27571771,13.06212539,11.38619533,2,,,,
93,47,25.2589268,15.67187673,11.00048455,65.77725042,18.23534935,16.21400536,1,,,,
93,131,27.62494881,7.381616723,7.627283484,52.44220808,7.100861275,9.392543406,1,,,,
93,143,27.36896359,6.759515522,7.983805053,52.81033028,6.202353928,8.229923402,1,,,,
93,174,28.87827272,6.342975385,8.591635919,51.66380043,7.347840154,8.540014141,1,,,,
93,208,32.73032698,6.155609575,8.51273249,55.3826586,10.64445739,9.319906272,3,,,,
94,93,27.47864138,6.242808543,7.246798559,55.20267404,8.73744975,7.823768082,1,,,,
94,199,24.70215682,7.188491391,8.373208481,48.4750933,12.42864734,8.699676128,2,,,,
94,215,26.16684739,9.207637801,9.459680837,48.47598949,10.9118659,10.43511825,2,,,,
95,22,25.2242258,10.70812419,10.24692736,50.66926969,6.918216313,8.666530778,1,,,,
97,9,25.88930611,7.766934485,11.72064025,55.74907821,7.575910619,8.264476367,1,,,,
97,80,27.93661954,7.338381192,11.49852383,52.2338252,6.436424464,9.291661479,1,,,,
97,252,31.44003508,5.884396145,8.259619257,60.4497059,5.785198068,7.347823977,3,,,,
98,96,NaN,NaN,NaN,NaN,NaN,NaN,2,,,,
98,114,33.17785814,6.455453618,9.426092009,47.35454669,11.74760332,8.935493177,3,,,,
98,135,26.85333039,10.85984063,10.76513958,52.86052718,8.589410667,9.578701891,1,,,,
98,223,26.01741891,9.998054705,7.759483054,51.6639976,16.37407504,9.836854046,1,,,,
99,122,26.63437147,9.42210043,7.979754536,51.47324251,6.816717805,8.252432977,1,,,,
99,233,26.30536805,11.09462077,11.03997664,51.45093042,7.407677882,8.860443246,1,,,,
100,45,26.18618665,8.177610478,9.560002095,53.44730212,7.12026668,10.91558121,1,,,,
100,72,27.16930694,10.83210591,8.106852704,52.50814531,7.331856179,6.868081239,1,,,,
101,171,26.45975216,17.14890674,14.5383684,53.29797027,11.02522978,12.70684911,1,,,,
101,206,25.79121339,5.683906657,8.205444969,52.45801542,6.035909077,6.752440645,1,,,,
103,127,27.04944581,7.361421307,8.745865865,50.00600727,17.26438006,10.96448606,1,,,,
104,249,27.12490887,8.3238982,7.84072611,53.04848914,8.354233718,8.378894004,2,,,,
105,7,27.8915235,6.908494385,8.85875552,54.107431,8.990458287,10.57821303,1,,,,
105,21,25.74694934,8.209202199,8.605220844,53.50499386,8.242156972,8.391171342,2,,,,
105,80,29.31771048,5.98328714,7.923112522,55.20426318,10.62169892,11.55037963,1,,,,
105,215,26.4501567,12.42920979,12.55607825,NaN,NaN,NaN,1,,,,
105,225,26.16855753,7.863601549,11.13757997,54.19087961,12.34444442,12.23620195,2,,,,
107,67,27.05413245,7.869215703,12.79539818,53.5599413,17.35932333,17.42860624,2,,,,
107,115,27.23856073,6.736312877,7.322079599,55.08966617,6.541463617,7.072342181,1,,,,
107,131,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,
107,166,26.88855094,8.564953849,8.023728296,63.33912388,14.39260083,10.77987278,2,,,,
107,177,27.3681155,11.22338941,8.628626454,52.32098585,7.080772443,8.095225593,1,,,,
107,235,26.76101924,8.841401793,10.44289808,51.09904118,9.374054157,10.09706504,2,,,,
108,148,26.880855,5.771942398,9.094558653,51.47890732,6.389393259,8.75401312,2,,,,
110,123,27.33285307,8.758310634,8.93662544,53.70439007,5.928644413,7.644192054,1,,,,
111,157,26.00925344,5.595890658,7.748737854,50.13125161,11.6945576,8.634175247,1,,,,
112,20,25.84254721,15.05381022,13.21100942,52.07918995,8.732931665,9.569871887,1,,,,
112,38,25.8784768,8.479069374,10.44545186,49.69544621,6.99968833,9.135175682,2,,,,
112,133,26.46481029,7.077358482,8.799705174,54.03246445,7.077662197,8.42716517,1,,,,
112,140,24.95194576,6.85025861,10.40175652,53.02515517,6.286328558,9.307074073,2,,,,
112,227,27.33565846,8.33491539,8.122530456,52.76742457,9.483724426,7.41874147,1,,,,
114,13,27.27335547,9.84222063,9.094509398,65.08657188,8.723890488,9.143532222,2,,,,
114,171,31.88969525,6.5271283,8.368416531,60.38125038,18.4317871,8.763048044,3,,,,
114,205,27.0487233,7.321042241,7.25453132,54.31198749,13.04139215,9.334057038,1,,,,
115,252,26.75111051,8.977901185,8.26788607,51.74283676,6.671637214,7.551605684,1,,,,
116,29,26.45170401,7.278124342,9.313080645,52.98424245,9.330349716,8.732598359,1,,,,
116,217,29.97365762,9.073704996,9.505180271,NaN,NaN,NaN,2,,,,
116,237,26.32167967,16.58860655,8.745045747,51.28944404,10.47333979,6.719189423,1,,,,
117,69,27.0948342,9.947920761,8.297043018,54.54536949,7.723500859,8.488110695,1,,,,
117,93,27.43814597,5.691912575,7.591167891,55.42985667,9.706611327,12.02441341,1,,,,
117,198,26.22867266,14.32930068,13.1515131,51.01560399,15.29935499,9.422810213,1,,,,
118,103,26.43494612,10.64624363,8.150429301,51.59034899,6.378610567,7.48491038,1,,,,
118,145,23.85888206,10.71506679,8.022231188,49.36239012,7.529691191,7.616688023,1,,,,
119,39,27.01334246,8.547775816,9.610224672,51.58099222,9.532236883,9.569397399,1,,,,
119,124,26.20055667,9.764093031,12.06887826,52.13788374,8.259995317,14.16326489,1,,,,
119,155,23.9658471,10.06359734,7.152439734,50.0818784,18.84916531,7.814283668,1,,,,
119,169,NaN,NaN,NaN,NaN,NaN,NaN,2,,,,
119,182,26.19676726,8.793145753,11.70883704,52.892577,12.2250213,14.17483453,1,,,,
119,247,31.74651823,6.089226726,8.637351687,54.30398072,7.794831716,9.78894795,3,,,,
120,19,26.56413111,17.42137022,17.10781061,54.74893387,5.955411548,7.190156017,1,,,,
120,86,27.2950192,9.029597819,10.14710214,57.34257852,7.795123829,7.596105362,1,,,,
120,134,29.69231303,7.840985445,9.54939036,53.50799563,6.22116727,8.030007549,3,,,,
121,9,25.39549875,8.19311029,7.940079966,50.62194649,6.454975631,8.604273057,1,,,,
121,28,27.40726619,10.94382006,8.895302278,53.97837855,8.849970283,10.46662873,1,,,,
121,76,28.25290689,7.421036494,9.620078553,62.28527151,14.01233589,16.13382332,1,,,,
121,208,28.65444361,6.843449458,13.20684362,53.79275949,11.02329779,10.95619985,2,,,,
122,55,27.94437465,7.962010255,10.46855806,51.8284443,8.630771413,9.284246988,1,,,,
122,63,26.93472882,6.84544659,8.881623463,51.60354327,7.030634304,9.074059734,1,,,,
123,190,26.10195998,7.040447995,10.11488378,51.26549375,6.458086397,7.837527975,1,,,,
123,235,26.57740017,6.193180219,8.658219972,51.57662774,5.765779355,8.46007981,1,,,,
124,163,24.60726923,10.84684163,8.824324915,49.99451863,10.51318601,12.15268802,1,,,,
125,92,25.30471124,11.7626353,13.11057975,50.68956869,7.395691621,10.19100192,1,,,,
125,102,28.6235167,9.968407681,7.895994668,51.46491268,8.239588772,8.79146533,1,,,,
125,141,25.64070262,10.88450711,11.87433091,50.0990069,6.050231276,7.374825167,1,,,,
125,253,29.28570348,5.962998295,8.353740288,50.03518766,16.88676031,8.292094648,2,,,,
126,83,25.82853313,8.680772694,9.344109157,55.33750021,7.026372598,9.489426145,1,,,,
126,130,28.15638768,8.576539811,8.890126231,51.61929595,6.59860519,8.430087149,2,,,,
126,150,27.01722723,6.047127911,10.50134905,50.03591594,7.434349677,10.58208379,1,,,,
126,180,26.97287122,10.55973092,11.6749189,49.53373066,5.940622309,7.297818201,1,,,,
126,199,25.29323734,10.62727551,8.410845965,51.32927422,8.027053524,8.371138373,1,,,,
127,36,25.963194,8.406791179,10.03656508,50.02363089,6.449259148,9.829106654,1,,,,
127,112,28.28490103,6.159498223,7.891578844,55.07959857,7.312022383,6.88954781,1,,,,
127,173,26.73389256,7.0317272,7.545682873,44.60295044,12.73797962,10.289355,2,,,,
